,overall,reviewText
2027133,1.0,"This little guy works great for a 2nd monitor since it's so lite and thin. I don't work from home often so wasn't looking for a screen to take up so much space in my NYC apartment. The 13.3 was a great size and VGA hookup worked best for me.

The TV is not 1080 but it's just a 2nd monitor so didn't really care about this quality. The tv/monitor also tilts back so it's nice feature.

Overall a great product!"
1989278,0.0,"It died after 6 months.  Works very fast when it was working, but it slowly started losing files and messed up the file directory.  Very unreliable."
6153762,0.0,"This is the most complicated piece of crap I've ever owned.  Not only is it the least user friendly thing I've ever owned (and I'm no techno dummy), the hard drive has failed since day one.  I had to reset by unplugging and plugging back in after 30 seconds.  Sad part is I wouldn't realize the hard drive failed until after I realized my program didn't record.  This happened probably 8 of ten times we recorded a program.  We spent hours setting this up, trying to upload programming information, then spent literally HOURS on the phone with tech support only to find out that the unit was faulty and the warranty expired (only 6 mos).  Now the DVD won't work at all.  This unit isn't even 2 yrs old.  Total junk."
2295061,0.0,slow data transfer and corrupted data also.
6400656,1.0,This is my first higher end video card and it rocks!. I didn't realize how important a video card was besides just for gaming.
6449397,0.0,Stopped working after a week
802181,1.0,Direct replacement for the 1G of mem in my HP Mini.  I'm now faster and more stable.
2918974,1.0,"I have a refurb kindle that's three years old, I want to buy a brand new Kindle bye Christmas but only if I can find this exact case cover for the one I want to buy, same color everything, this cover is beautiful, soft, safe, protective and wakes up, easy to find where things go, great stand to watch my movies in my bed I have an illness so I use my kindle for relaxing this case makes i easier to use my kindle. Top of he line case I highly recommend it."
5390508,1.0,"Very Roomy, fits everything nicely. Nice design. Got no complaints."
3899068,0.0,"The official third party X Box One Kinect mount is always out of stock on Amazon and sold by gouging vendors for 70 bucks, so I tried this one. It's awful. It doesn't mount to anything if you use it on your TV. It just sits there on top of your TV via a tiny lip to catch the front of your TV and a lame multi-panel support thing for the back. It's not secured to the TV at all. I even used a piece of velcro to help hold it into place and after a week and a half it fell behind my TV. The thing is totally useless and unless you weigh 50 pounds and don't vibrate the floor at all when you walk across it, your best bet is to find another solution. I'm going to try and mount it to the wall behind my TV, but I'm not sure if it's going to work."
6651316,0.0,does not stay working
4958941,0.0,"This thing is more trouble than it's worth.  Noises all night long that you can't turn off, quick battery drain, ..."
6018815,1.0,Works just as described! Has stayed on after several months of use with no bubbling.
2349978,1.0,"This is my second set.  I ran over the first one with my office chair (oops).  I travel for business about 5-10 times per year and always take these with me to use on my laptop.  I use Dragon speak to do dictation and these have work wonderfully with the program.

I also have hearing aids.  It is quite a while before the head set would bother me on top of my hear aids. (All head sets will eventually but me).

Am I looking for fantastic sound with base, etc.  Not really.  I am using these for work and to watch an occasional Netflix.  I have my Bose if I want to listen to music."
5618559,0.0,"TP Link has failed me again. Last time it was a wifi repeater that repeated the signal but dropped off every 1-2 minutes. This time it was a router with a simple setup that would not detect any of the IP settings and required me to look them all up. Then it refused to access WAN and kept suggesting I contact my ISP.

I do not have time for this type of crap and resetting the router and inputting in the IP and DNS information by hand repeatedly to try and make it work is not worth a small discount over something reputable. Especially when I kept thinking of how their damned repeater worked for about 1-2 days then started going haywire. I threw everything back in the box after 1+ hours of troubleshooting and I'm going to buy a Cisco or something. Good riddance.

To note I'm not an IT professional I'm a fairly well versed home consumer so I can't imagine this being a good choice for someone who wants a ""pull out of the box and use"" style router."
3090441,0.0,"Seems like a nice unit. Arrived super fast, and packaging was perfect. But it would no power on. Tried reseating the battery, left it on the charger. Tried running it without the battery inserted. I am a computer professional and know a thing or two about gadgets. I could not get it to power on. It would make a little pluck pluck noise when ever I tried, but nothing. Was fulfilled by amazon so returning it was super easy.

I don't like giving 1 star reviews. But it was DOA. :("
105918,0.0,DONT BUY ITS JUNK !!!!
4410601,0.0,Not ready for prime time. your recordings have a strange number on them and no label to tell what is what. I returned it.
